# layered-euclid-burst control log
sample_rate_hz=48000 frames=772364 bpm=110 beats=24
euclid_steps=13 fills=7 rotate=4
burst_cluster=3 spacing_samples=420
euclid_seed=0xe0c11d burst_seed=0xb0057d
events=153
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_tone,resonator_color,granular_spray
382656,0.988323,0.458700,0.194063
382848,0.987965,0.458356,0.194129
383040,0.987602,0.458012,0.194194
383232,0.987233,0.457670,0.194257
383424,0.986860,0.457328,0.194320
383616,0.986481,0.456987,0.194382
383808,0.986097,0.456647,0.194442
384000,0.985707,0.456308,0.194501
384192,0.985312,0.455970,0.194559
384384,0.984912,0.455633,0.194616
384576,0.984507,0.455297,0.194672
384768,0.984096,0.454961,0.194727
384960,0.983680,0.454627,0.194780
385152,0.983259,0.454293,0.194833
385344,0.982833,0.453961,0.194884
385536,0.982401,0.453629,0.194934
385728,0.981965,0.453298,0.194983
385920,0.981523,0.452968,0.195031
386112,0.981075,0.452639,0.195077
386304,0.980623,0.452311,0.195122
386496,0.980165,0.451984,0.195166
386688,0.979702,0.451658,0.195209
386880,0.979234,0.451332,0.195251
387072,0.978761,0.451008,0.195291
387264,0.978282,0.450684,0.195331
387456,0.977799,0.450362,0.195369
387648,0.977310,0.450040,0.195405
387840,0.976816,0.449720,0.195441
388032,0.976317,0.449400,0.195475
388224,0.975812,0.449081,0.195509
388416,0.975303,0.448763,0.195540
388608,0.974789,0.448446,0.195571
388800,0.974269,0.448130,0.195601
388992,0.973744,0.447815,0.195629
389184,0.973214,0.447501,0.195656
389376,0.972679,0.447188,0.195681
389568,0.972139,0.446875,0.195706
389760,0.971594,0.446564,0.195729
389952,0.971044,0.446253,0.195751
390144,0.970488,0.445944,0.195772
390336,0.969928,0.445635,0.195791
390528,0.969362,0.445328,0.195810
390720,0.968792,0.445021,0.195827
390912,0.968216,0.444716,0.195843
391104,0.967636,0.444411,0.195857
391296,0.967050,0.444107,0.195870
391488,0.966459,0.443804,0.195883
391680,0.965864,0.443502,0.195893
391872,0.965263,0.443201,0.195903
392064,0.964658,0.442901,0.195911
392256,0.964047,0.442602,0.195918
392448,0.963431,0.442304,0.195924
392640,0.962811,0.442007,0.195929
392832,0.962185,0.441711,0.195932
393024,0.961555,0.441416,0.195935
393216,0.960919,0.441122,0.195936
393408,0.960279,0.440828,0.195935
393600,0.959634,0.440536,0.195934
393792,0.958984,0.440245,0.195931
393984,0.958328,0.439955,0.195927
394176,0.957668,0.439665,0.195922
394368,0.957004,0.439377,0.195916
394560,0.956334,0.439089,0.195908
394752,0.955659,0.438803,0.195899
394944,0.954980,0.438517,0.195889
395136,0.954296,0.438233,0.195878
395328,0.953606,0.437949,0.195866
395520,0.952912,0.437667,0.195852
395712,0.952214,0.437385,0.195837
395904,0.951510,0.437105,0.195821
396096,0.950802,0.436825,0.195804
396288,0.950088,0.436546,0.195786
396480,0.949370,0.436269,0.195766
396672,0.948648,0.435992,0.195745
396864,0.947920,0.435716,0.195724
397056,0.947188,0.435442,0.195701
397248,0.946451,0.435168,0.195677
397440,0.945709,0.434895,0.195651
397632,0.944963,0.434623,0.195625
397824,0.944212,0.434353,0.195597
398016,0.943456,0.434083,0.195568
398208,0.942695,0.433814,0.195539
398400,0.941930,0.433546,0.195508
398592,0.941160,0.433280,0.195476
398784,0.940386,0.433014,0.195442
398976,0.939607,0.432749,0.195408
399168,0.938823,0.432485,0.195373
399360,0.938034,0.432223,0.195336
399552,0.937241,0.431961,0.195299
399744,0.936444,0.431700,0.195260
399936,0.935642,0.431440,0.195220
400128,0.934835,0.431182,0.195180
400320,0.934023,0.430924,0.195138
400512,0.933208,0.430667,0.195095
400704,0.932387,0.430411,0.195051
400896,0.931562,0.430157,0.195006
401088,0.930733,0.429903,0.194960
401280,0.929899,0.429650,0.194913
401472,0.929060,0.429398,0.194865
401664,0.928217,0.429148,0.194816
401856,0.927370,0.428898,0.194766
402048,0.926518,0.428649,0.194715
402240,0.925662,0.428402,0.194663
402432,0.924801,0.428155,0.194611
402624,0.923936,0.427909,0.194557
402816,0.923066,0.427665,0.194502
403008,0.922192,0.427421,0.194446
403200,0.921314,0.427179,0.194389
403392,0.920431,0.426937,0.194332
403584,0.919544,0.426697,0.194273
403776,0.918652,0.426457,0.194214
403968,0.917756,0.426219,0.194154
404160,0.916856,0.425981,0.194092
404352,0.915952,0.425745,0.194030
404544,0.915043,0.425509,0.193967
404736,0.914130,0.425275,0.193903
404928,0.913212,0.425042,0.193839
405120,0.912291,0.424810,0.193773
405312,0.911365,0.424578,0.193707
405504,0.910435,0.424348,0.193640
405696,0.909501,0.424119,0.193572
405888,0.908562,0.423891,0.193503
406080,0.907620,0.423664,0.193434
406272,0.906673,0.423437,0.193363
406464,0.905722,0.423212,0.193292
406656,0.904766,0.422988,0.193220
406848,0.903807,0.422765,0.193148
407040,0.902844,0.422543,0.193074
407232,0.901876,0.422323,0.193000
407424,0.900904,0.422103,0.192925
407616,0.899929,0.421884,0.192850
407808,0.898949,0.421666,0.192774
408000,0.897965,0.421449,0.192697
408192,0.896977,0.421234,0.192619
408384,0.895985,0.421019,0.192541
408576,0.894989,0.420806,0.192462
408768,0.893989,0.420593,0.192383
408960,0.892985,0.420382,0.192303
409152,0.891977,0.420171,0.192222
409344,0.890965,0.419962,0.192141
409536,0.889949,0.419753,0.192059
409728,0.888929,0.419546,0.191976
409920,0.887905,0.419340,0.191893
410112,0.886878,0.419135,0.191810
410304,0.885846,0.418931,0.191726
410496,0.884811,0.418728,0.191641
410688,0.883771,0.418525,0.191556
410880,0.882728,0.418325,0.191470
411072,0.881681,0.418125,0.191384
411264,0.880631,0.417926,0.191297
411456,0.879576,0.417728,0.191210
411648,0.878518,0.417531,0.191122
411840,0.877456,0.417336,0.191034
412032,0.876390,0.417141,0.190946
412224,0.875320,0.416948,0.190857
412416,0.874247,0.416755,0.190768
412608,0.873170,0.416564,0.190678
412800,0.872089,0.416373,0.190588
412992,0.871004,0.416184,0.190498
413184,0.869916,0.415996,0.190407
413376,0.868824,0.415809,0.190316
413568,0.867729,0.415623,0.190224
413760,0.866630,0.415438,0.190132
413952,0.865527,0.415254,0.190040
414144,0.864421,0.415071,0.189948
414336,0.863311,0.414889,0.189855
414528,0.862198,0.414708,0.189762
414720,0.861081,0.414529,0.189669
414912,0.859960,0.414350,0.189575
415104,0.858836,0.414173,0.189482
415296,0.857709,0.413996,0.189388
415488,0.856578,0.413821,0.189294
415680,0.855444,0.413647,0.189200
415872,0.854306,0.413474,0.189105
416064,0.853165,0.413302,0.189010
416256,0.852020,0.413131,0.188916
416448,0.850872,0.412961,0.188821
416640,0.849720,0.412792,0.188726
416832,0.848565,0.412624,0.188631
417024,0.847407,0.412457,0.188535
417216,0.846246,0.412292,0.188440
417408,0.845081,0.412127,0.188345
417600,0.843913,0.411964,0.188249
417792,0.842741,0.411801,0.188154
417984,0.841566,0.411640,0.188058
418176,0.840388,0.411480,0.187963
418368,0.839207,0.411321,0.187867
418560,0.838023,0.411163,0.187771
418752,0.836835,0.411006,0.187676
418944,0.835644,0.410850,0.187580
419136,0.834450,0.410695,0.187485
419328,0.833253,0.410541,0.187390
419520,0.832053,0.410389,0.187294
419712,0.830849,0.410237,0.187199
419904,0.829643,0.410087,0.187104
420096,0.828433,0.409938,0.187009
420288,0.827221,0.409790,0.186914
420480,0.826005,0.409642,0.186819
420672,0.824786,0.409496,0.186725
420864,0.823564,0.409351,0.186630
421056,0.822340,0.409208,0.186536
421248,0.821112,0.409065,0.186442
421440,0.819881,0.408923,0.186348
421632,0.818647,0.408783,0.186255
421824,0.817411,0.408643,0.186161
422016,0.816171,0.408505,0.186068
422208,0.814929,0.408368,0.185975
422400,0.813684,0.408232,0.185883
422592,0.812435,0.408096,0.185790
422784,0.811184,0.407963,0.185698
422976,0.809931,0.407830,0.185607
423168,0.808674,0.407698,0.185515
423360,0.807415,0.407567,0.185424
423552,0.806152,0.407438,0.185334
423744,0.804887,0.407309,0.185243
423936,0.803620,0.407182,0.185153
424128,0.802349,0.407056,0.185064
424320,0.801076,0.406931,0.184975
424512,0.799800,0.406807,0.184886
424704,0.798522,0.406684,0.184798
424896,0.797241,0.406562,0.184710
425088,0.795957,0.406441,0.184622
425280,0.794671,0.406322,0.184535
425472,0.793382,0.406203,0.184449
425664,0.792090,0.406086,0.184363
425856,0.790796,0.405969,0.184277
426048,0.789499,0.405854,0.184192
426240,0.788200,0.405740,0.184108
426432,0.786898,0.405627,0.184024
426624,0.785594,0.405516,0.183941
426816,0.784288,0.405405,0.183858
427008,0.782979,0.405295,0.183776
427200,0.781667,0.405187,0.183694
427392,0.780353,0.405079,0.183613
427584,0.779037,0.404973,0.183533
427776,0.777718,0.404868,0.183453
427968,0.776397,0.404764,0.183374
428160,0.775074,0.404661,0.183295
428352,0.773748,0.404559,0.183217
428544,0.772420,0.404458,0.183140
428736,0.771090,0.404359,0.183064
428928,0.769757,0.404260,0.182988
429120,0.768422,0.404163,0.182913
429312,0.767085,0.404067,0.182838
429504,0.765746,0.403972,0.182765
429696,0.764405,0.403878,0.182692
429888,0.763061,0.403785,0.182620
430080,0.761715,0.403693,0.182548
430272,0.760368,0.403602,0.182478
430464,0.759018,0.403513,0.182408
430656,0.757666,0.403424,0.182339
430848,0.756311,0.403337,0.182270
431040,0.754955,0.403251,0.182203
431232,0.753597,0.403166,0.182136
431424,0.752237,0.403082,0.182071
431616,0.750874,0.402999,0.182006
431808,0.749510,0.402918,0.181942
432000,0.748144,0.402837,0.181878
432192,0.746776,0.402758,0.181816
432384,0.745406,0.402679,0.181755
432576,0.744034,0.402602,0.181694
432768,0.742660,0.402526,0.181635
432960,0.741284,0.402451,0.181576
433152,0.739907,0.402377,0.181518
433344,0.738527,0.402304,0.181461
433536,0.737146,0.402233,0.181405
433728,0.735763,0.402162,0.181350
433920,0.734378,0.402093,0.181296
434112,0.732992,0.402025,0.181243
434304,0.731604,0.401958,0.181191
434496,0.730214,0.401892,0.181140
434688,0.728822,0.401827,0.181090
434880,0.727429,0.401763,0.181041
435072,0.726034,0.401701,0.180993
435264,0.724637,0.401639,0.180947
435456,0.723239,0.401579,0.180901
435648,0.721839,0.401520,0.180856
435840,0.720438,0.401462,0.180812
436032,0.719035,0.401405,0.180769
436224,0.717631,0.401349,0.180728
436416,0.716225,0.401294,0.180687
436608,0.714817,0.401241,0.180648
436800,0.713409,0.401188,0.180609
436992,0.711998,0.401137,0.180572
437184,0.710586,0.401087,0.180536
437376,0.709173,0.401038,0.180501
437568,0.707759,0.400990,0.180467
437760,0.706343,0.400943,0.180434
437952,0.704925,0.400898,0.180402
438144,0.703507,0.400853,0.180372
438336,0.702087,0.400810,0.180342
438528,0.700665,0.400767,0.180314
438720,0.699243,0.400726,0.180287
438912,0.697819,0.400686,0.180261
439104,0.696394,0.400647,0.180237
439296,0.694968,0.400610,0.180213
439488,0.693540,0.400573,0.180191
439680,0.692112,0.400538,0.180170
439872,0.690682,0.400503,0.180150
440064,0.689251,0.400470,0.180131
440256,0.687819,0.400438,0.180114
440448,0.686386,0.400407,0.180097
440640,0.684952,0.400377,0.180082
440832,0.683517,0.400349,0.180069
441024,0.682080,0.400321,0.180056
441216,0.680643,0.400295,0.180045
441408,0.679205,0.400269,0.180035
441600,0.677766,0.400245,0.180026
441792,0.676325,0.400222,0.180019
441984,0.674884,0.400200,0.180012
442176,0.673442,0.400180,0.180007
442368,0.671999,0.400160,0.180004
442560,0.670555,0.400142,0.180001
442752,0.669111,0.400124,0.180000
442944,0.667665,0.400108,0.180000
443136,0.666219,0.400093,0.180002
443328,0.664772,0.400079,0.180004
443520,0.663324,0.400066,0.180008
443712,0.661875,0.400054,0.180014
443904,0.660426,0.400044,0.180020
444096,0.658976,0.400035,0.180028
444288,0.657525,0.400026,0.180038
444480,0.656074,0.400019,0.180048
444672,0.654622,0.400013,0.180060
444864,0.653169,0.400008,0.180073
445056,0.651716,0.400004,0.180088
445248,0.650262,0.400002,0.180104
445440,0.648808,0.400000,0.180121
445632,0.647353,0.400000,0.180139
445824,0.645897,0.400001,0.180159
446016,0.644441,0.400003,0.180181
446208,0.642985,0.400006,0.180203
446400,0.641528,0.400010,0.180227
446592,0.640070,0.400015,0.180252
446784,0.638613,0.400022,0.180279
446976,0.637154,0.400029,0.180307
447168,0.635696,0.400038,0.180336
447360,0.634237,0.400048,0.180366
447552,0.632777,0.400059,0.180398
447744,0.631318,0.400071,0.180432
447936,0.629858,0.400084,0.180466
448128,0.628398,0.400099,0.180502
448320,0.626937,0.400114,0.180539
448512,0.625477,0.400131,0.180578
448704,0.624016,0.400149,0.180618
448896,0.622555,0.400168,0.180659
449088,0.621093,0.400188,0.180702
449280,0.619632,0.400209,0.180746
449472,0.618170,0.400231,0.180791
449664,0.616709,0.400255,0.180838
449856,0.615247,0.400279,0.180886
450048,0.613785,0.400305,0.180936
450240,0.612323,0.400332,0.180986
450432,0.610861,0.400360,0.181039
450624,0.609399,0.400389,0.181092
450816,0.607937,0.400419,0.181147
451008,0.606475,0.400451,0.181203
451200,0.605013,0.400483,0.181260
451392,0.603552,0.400517,0.181319
451584,0.602090,0.400552,0.181379
451776,0.600628,0.400587,0.181441
451968,0.599167,0.400625,0.181503
452160,0.597705,0.400663,0.181567
452352,0.596244,0.400702,0.181633
452544,0.594783,0.400742,0.181700
452736,0.593323,0.400784,0.181768
452928,0.591862,0.400827,0.181837
453120,0.590402,0.400871,0.181908
453312,0.588942,0.400916,0.181980
453504,0.587482,0.400962,0.182053
453696,0.586023,0.401009,0.182127
453888,0.584564,0.401057,0.182203
454080,0.583105,0.401107,0.182280
454272,0.581647,0.401157,0.182359
454464,0.580189,0.401209,0.182439
454656,0.578732,0.401262,0.182520
454848,0.577275,0.401316,0.182602
455040,0.575818,0.401371,0.182685
455232,0.574362,0.401427,0.182770
455424,0.572906,0.401485,0.182856
455616,0.571451,0.401543,0.182944
455808,0.569997,0.401603,0.183032
456000,0.568543,0.401664,0.183122
456192,0.567089,0.401725,0.183213
456384,0.565637,0.401788,0.183305
456576,0.564184,0.401853,0.183399
456768,0.562733,0.401918,0.183494
456960,0.561282,0.401984,0.183590
457152,0.559832,0.402052,0.183687
457344,0.558382,0.402120,0.183785
457536,0.556934,0.402190,0.183885
457728,0.555486,0.402261,0.183986
457920,0.554038,0.402333,0.184088
458112,0.552592,0.402406,0.184191
458304,0.551146,0.402481,0.184295
458496,0.549702,0.402556,0.184401
458688,0.548258,0.402632,0.184507
458880,0.546815,0.402710,0.184615
459072,0.545372,0.402789,0.184724
459264,0.543931,0.402869,0.184834
459456,0.542491,0.402950,0.184945
459648,0.541051,0.403032,0.185058
459840,0.539613,0.403115,0.185171
460032,0.538175,0.403199,0.185286
460224,0.536739,0.403285,0.185401
460416,0.535304,0.403372,0.185518
460608,0.533869,0.403459,0.185636
460800,0.532436,0.403548,0.185755
460992,0.531004,0.403638,0.185875
461184,0.529573,0.403729,0.185996
461376,0.528143,0.403821,0.186118
461568,0.526714,0.403915,0.186241
461760,0.525286,0.404009,0.186365
461952,0.523860,0.404105,0.186491
462144,0.522434,0.404201,0.186617
462336,0.521010,0.404299,0.186744
462528,0.519588,0.404398,0.186872
462720,0.518166,0.404498,0.187001
462912,0.516746,0.404599,0.187132
463104,0.515327,0.404701,0.187263
463296,0.513910,0.404805,0.187395
463488,0.512493,0.404909,0.187528
463680,0.511078,0.405015,0.187662
463872,0.509665,0.405122,0.187797
464064,0.508253,0.405229,0.187933
464256,0.506842,0.405338,0.188069
464448,0.505433,0.405448,0.188207
464640,0.504025,0.405560,0.188346
464832,0.502619,0.405672,0.188485
465024,0.501215,0.405785,0.188625
465216,0.499811,0.405900,0.188766
465408,0.498410,0.406015,0.188908
465600,0.497010,0.406132,0.189051
465792,0.495611,0.406250,0.189195
465984,0.494214,0.406369,0.189339
466176,0.492819,0.406489,0.189484
466368,0.491426,0.406610,0.189630
466560,0.490034,0.406732,0.189777
466752,0.488643,0.406856,0.189925
466944,0.487255,0.406980,0.190073
467136,0.485868,0.407106,0.190222
467328,0.484483,0.407232,0.190372
467520,0.483100,0.407360,0.190522
467712,0.481718,0.407489,0.190673
467904,0.480339,0.407619,0.190825
468096,0.478961,0.407750,0.190978
468288,0.477585,0.407882,0.191131
468480,0.476211,0.408015,0.191285
468672,0.474838,0.408150,0.191439
468864,0.473468,0.408285,0.191594
469056,0.472099,0.408422,0.191750
469248,0.470733,0.408559,0.191907
469440,0.469368,0.408698,0.192064
469632,0.468006,0.408838,0.192221
469824,0.466645,0.408979,0.192379
470016,0.465286,0.409121,0.192538
470208,0.463930,0.409264,0.192697
470400,0.462575,0.409409,0.192857
470592,0.461223,0.409554,0.193017
470784,0.459872,0.409700,0.193178
470976,0.458524,0.409848,0.193339
471168,0.457178,0.409997,0.193501
471360,0.455834,0.410146,0.193663
471552,0.454492,0.410297,0.193826
471744,0.453153,0.410449,0.193989
471936,0.451815,0.410602,0.194152
472128,0.450480,0.410756,0.194316
472320,0.449147,0.410911,0.194481
472512,0.447816,0.411068,0.194645
472704,0.446488,0.411225,0.194810
472896,0.445162,0.411383,0.194976
473088,0.443838,0.411543,0.195142
473280,0.442517,0.411704,0.195308
473472,0.441198,0.411865,0.195474
473664,0.439881,0.412028,0.195641
473856,0.438567,0.412192,0.195808
474048,0.437255,0.412357,0.195975
474240,0.435945,0.412523,0.196142
474432,0.434638,0.412690,0.196310
474624,0.433333,0.412858,0.196478
474816,0.432031,0.413028,0.196646
475008,0.430732,0.413198,0.196814
475200,0.429435,0.413369,0.196983
475392,0.428140,0.413542,0.197152
475584,0.426848,0.413716,0.197321
475776,0.425559,0.413890,0.197490
475968,0.424272,0.414066,0.197659
476160,0.422988,0.414243,0.197828
476352,0.421706,0.414421,0.197997
476544,0.420427,0.414600,0.198167
476736,0.419151,0.414780,0.198336
476928,0.417877,0.414961,0.198506
477120,0.416606,0.415143,0.198675
477312,0.415338,0.415326,0.198845
477504,0.414073,0.415511,0.199014
477696,0.412810,0.415696,0.199184
477888,0.411550,0.415883,0.199354
478080,0.410293,0.416070,0.199523
478272,0.409038,0.416259,0.199692
478464,0.407787,0.416449,0.199862
478656,0.406538,0.416639,0.200031
478848,0.405292,0.416831,0.200200
479040,0.404050,0.417024,0.200369
479232,0.402809,0.417218,0.200538
479424,0.401572,0.417413,0.200707
479616,0.400338,0.417609,0.200876
479808,0.399107,0.417806,0.201044
480000,0.397879,0.418004,0.201213
480192,0.396653,0.418204,0.201381
480384,0.395431,0.418404,0.201549
480576,0.394212,0.418605,0.201716
480768,0.392995,0.418808,0.201884
480960,0.391782,0.419011,0.202051
481152,0.390572,0.419216,0.202218
481344,0.389365,0.419421,0.202384
481536,0.388161,0.419628,0.202551
481728,0.386960,0.419836,0.202716
481920,0.385762,0.420044,0.202882
482112,0.384568,0.420254,0.203047
482304,0.383377,0.420465,0.203212
482496,0.382188,0.420677,0.203377
482688,0.381003,0.420890,0.203541
482880,0.379822,0.421104,0.203704
483072,0.378643,0.421319,0.203867
483264,0.377468,0.421535,0.204030
483456,0.376296,0.421752,0.204193
483648,0.375127,0.421970,0.204354
483840,0.373961,0.422190,0.204516
484032,0.372799,0.422410,0.204677
484224,0.371640,0.422631,0.204837
484416,0.370485,0.422853,0.204997
484608,0.369333,0.423077,0.205156
484800,0.368184,0.423301,0.205315
484992,0.367039,0.423527,0.205473
485184,0.365897,0.423753,0.205630
485376,0.364759,0.423981,0.205787
485568,0.363624,0.424209,0.205943
485760,0.362492,0.424439,0.206099
485952,0.361364,0.424670,0.206254
486144,0.360239,0.424901,0.206408
486336,0.359118,0.425134,0.206562
486528,0.358001,0.425368,0.206715
486720,0.356887,0.425602,0.206867
486912,0.355776,0.425838,0.207018
487104,0.354669,0.426075,0.207169
487296,0.353566,0.426313,0.207319
487488,0.352466,0.426552,0.207468
487680,0.351370,0.426792,0.207617
487872,0.350278,0.427033,0.207764
488064,0.349189,0.427275,0.207911
488256,0.348104,0.427517,0.208057
488448,0.347023,0.427761,0.208202
488640,0.345945,0.428006,0.208347
488832,0.344871,0.428252,0.208490
489024,0.343800,0.428499,0.208633
489216,0.342734,0.428748,0.208774
489408,0.341671,0.428997,0.208915
489600,0.340612,0.429247,0.209055
489792,0.339557,0.429498,0.209194
489984,0.338505,0.429750,0.209332
490176,0.337458,0.430003,0.209468
490368,0.336414,0.430257,0.209604
490560,0.335374,0.430512,0.209739
490752,0.334338,0.430768,0.209873
490944,0.333306,0.431026,0.210006
491136,0.332277,0.431284,0.210138
491328,0.331253,0.431543,0.210269
491520,0.330232,0.431803,0.210399
491712,0.329216,0.432064,0.210527
491904,0.328203,0.432326,0.210655
492096,0.327194,0.432590,0.210782
492288,0.326190,0.432854,0.210907
492480,0.325189,0.433119,0.211031
492672,0.324192,0.433385,0.211154
492864,0.323199,0.433652,0.211276
493056,0.322211,0.433920,0.211397
493248,0.321226,0.434190,0.211517
493440,0.320246,0.434460,0.211635
493632,0.319269,0.434731,0.211752
493824,0.318297,0.435003,0.211868
494016,0.317328,0.435276,0.211983
494208,0.316364,0.435550,0.212097
494400,0.315404,0.435825,0.212209
494592,0.314448,0.436101,0.212320
494784,0.313496,0.436378,0.212430
494976,0.312549,0.436656,0.212538
495168,0.311605,0.436935,0.212646
495360,0.310666,0.437215,0.212751
495552,0.309731,0.437496,0.212856
495744,0.308800,0.437778,0.212959
495936,0.307874,0.438061,0.213061
496128,0.306951,0.438345,0.213162
496320,0.306033,0.438630,0.213261
496512,0.305119,0.438916,0.213358
496704,0.304210,0.439203,0.213455
496896,0.303305,0.439491,0.213550
497088,0.302404,0.439779,0.213643
497280,0.301507,0.440069,0.213735
497472,0.300615,0.440360,0.213826
497664,0.299727,0.440652,0.213915
497856,0.298843,0.440944,0.214003
498048,0.297964,0.441238,0.214089
498240,0.297089,0.441533,0.214174
498432,0.296219,0.441828,0.214258
498624,0.295353,0.442125,0.214339
498816,0.294491,0.442422,0.214420
499008,0.293634,0.442721,0.214499
499200,0.292781,0.443020,0.214576
499392,0.291933,0.443320,0.214652
499584,0.291089,0.443622,0.214726
499776,0.290250,0.443924,0.214799
499968,0.289415,0.444227,0.214870
500160,0.288585,0.444531,0.214939
500352,0.287759,0.444836,0.215007
500544,0.286938,0.445142,0.215074
500736,0.286121,0.445449,0.215139
500928,0.285309,0.445757,0.215202
501120,0.284502,0.446066,0.215263
501312,0.283699,0.446376,0.215323
501504,0.282900,0.446687,0.215382
501696,0.282106,0.446999,0.215438
501888,0.281317,0.447311,0.215493
502080,0.280533,0.447625,0.215547
502272,0.279753,0.447939,0.215598
502464,0.278977,0.448255,0.215648
502656,0.278207,0.448571,0.215697
502848,0.277440,0.448889,0.215743
503040,0.276679,0.449207,0.215788
503232,0.275922,0.449526,0.215832
503424,0.275170,0.449846,0.215873
503616,0.274423,0.450167,0.215913
503808,0.273681,0.450489,0.215951
504000,0.272943,0.450812,0.215988
504192,0.272210,0.451136,0.216022
504384,0.271481,0.451461,0.216055
504576,0.270758,0.451787,0.216086
504768,0.270039,0.452113,0.216116
504960,0.269325,0.452441,0.216144
505152,0.268616,0.452769,0.216170
505344,0.267911,0.453099,0.216194
505536,0.267212,0.453429,0.216216
505728,0.266517,0.453760,0.216237
505920,0.265827,0.454092,0.216255
506112,0.265142,0.454425,0.216273
506304,0.264461,0.454759,0.216288
506496,0.263786,0.455094,0.216301
506688,0.263115,0.455430,0.216313
506880,0.262449,0.455766,0.216323
507072,0.261789,0.456104,0.216331
507264,0.261133,0.456442,0.216337
507456,0.260482,0.456782,0.216341
507648,0.259835,0.457122,0.216344
507840,0.259194,0.457463,0.216345
508032,0.258558,0.457805,0.216344
508224,0.257927,0.458148,0.216341
508416,0.257300,0.458492,0.216336
508608,0.256679,0.458837,0.216329
508800,0.256062,0.459182,0.216321
508992,0.255451,0.459529,0.216311
509184,0.254844,0.459876,0.216298
509376,0.254243,0.460224,0.216284
509568,0.253646,0.460574,0.216269
509760,0.253055,0.460924,0.216251
509952,0.252468,0.461275,0.216231
510144,0.251887,0.461626,0.216210
510336,0.251310,0.461979,0.216187
510528,0.250739,0.462333,0.216162
510720,0.250172,0.462687,0.216135
510912,0.249611,0.463042,0.216106
511104,0.249055,0.463399,0.216075
511296,0.248504,0.463756,0.216043
511488,0.247958,0.464114,0.216008
511680,0.247417,0.464472,0.215972
511872,0.246881,0.464832,0.215934
512064,0.246350,0.465193,0.215894
512256,0.245824,0.465554,0.215852
512448,0.245304,0.465916,0.215808
512640,0.244788,0.466280,0.215762
512832,0.244278,0.466644,0.215715
513024,0.243773,0.467008,0.215666
513216,0.243273,0.467374,0.215615
513408,0.242778,0.467741,0.215562
513600,0.242288,0.468108,0.215507
513792,0.241803,0.468476,0.215450
513984,0.241324,0.468846,0.215391
514176,0.240850,0.469216,0.215331
514368,0.240381,0.469586,0.215269
514560,0.239917,0.469958,0.215204
514752,0.239458,0.470331,0.215138
514944,0.239005,0.470704,0.215071
515136,0.238557,0.471078,0.215001
515328,0.238114,0.471453,0.214929
515520,0.237676,0.471829,0.214856
515712,0.237243,0.472206,0.214781
515904,0.236816,0.472583,0.214704
516096,0.236394,0.472962,0.214625
516288,0.235977,0.473341,0.214545
516480,0.235566,0.473721,0.214462
516672,0.235159,0.474102,0.214378
516864,0.234758,0.474484,0.214292
517056,0.234363,0.474866,0.214204
517248,0.233972,0.475250,0.214114
517440,0.233587,0.475634,0.214023
517632,0.233207,0.476019,0.213930
517824,0.232833,0.476405,0.213835
518016,0.232463,0.476791,0.213738
518208,0.232099,0.477179,0.213639
518400,0.231741,0.477567,0.213539
518592,0.231387,0.477956,0.213437
518784,0.231039,0.478346,0.213333
518976,0.230697,0.478737,0.213228
519168,0.230359,0.479128,0.213121
519360,0.230027,0.479521,0.213012
519552,0.229700,0.479914,0.212901
519744,0.229379,0.480308,0.212789
519936,0.229063,0.480703,0.212675
520128,0.228752,0.481098,0.212559
520320,0.228447,0.481494,0.212441
520512,0.228147,0.481892,0.212322
520704,0.227853,0.482290,0.212201
520896,0.227563,0.482688,0.212079
521088,0.227280,0.483088,0.211955
521280,0.227001,0.483488,0.211829
521472,0.226728,0.483889,0.211701
521664,0.226460,0.484291,0.211572
521856,0.226198,0.484694,0.211442
522048,0.225941,0.485097,0.211310
522240,0.225690,0.485502,0.211176
522432,0.225443,0.485907,0.211040
522624,0.225203,0.486313,0.210903
522816,0.224967,0.486719,0.210765
523008,0.224738,0.487127,0.210625
523200,0.224513,0.487535,0.210483
523392,0.224294,0.487944,0.210340
523584,0.224080,0.488353,0.210195
523776,0.223872,0.488764,0.210049
523968,0.223669,0.489175,0.209901
524160,0.223472,0.489587,0.209752
524352,0.223280,0.490000,0.209601
524544,0.223094,0.490413,0.209449
524736,0.222913,0.490828,0.209296
524928,0.222737,0.491243,0.209141
525120,0.222567,0.491658,0.208984
525312,0.222402,0.492075,0.208827
525504,0.222243,0.492492,0.208667
525696,0.222089,0.492910,0.208507
525888,0.221941,0.493329,0.208345
526080,0.221798,0.493749,0.208182
526272,0.221660,0.494169,0.208017
526464,0.221528,0.494590,0.207851
526656,0.221402,0.495012,0.207684
526848,0.221280,0.495434,0.207515
527040,0.221165,0.495858,0.207346
527232,0.221055,0.496282,0.207175
527424,0.220950,0.496707,0.207002
527616,0.220851,0.497132,0.206829
527808,0.220757,0.497558,0.206654
528000,0.220669,0.497985,0.206478
528192,0.220586,0.498413,0.206301
528384,0.220508,0.498841,0.206123
528576,0.220437,0.499270,0.205944
528768,0.220370,0.499700,0.205763
528960,0.220309,0.500131,0.205581
529152,0.220254,0.500562,0.205399
529344,0.220204,0.500994,0.205215
529536,0.220159,0.501427,0.205030
529728,0.220120,0.501861,0.204844
529920,0.220087,0.502295,0.204657
530112,0.220059,0.502730,0.204470
