# engine-hybrid-stack control log
sample_rate_hz=48000 frames=726000 bpm=128 beats=28
euclid_steps=11 fills=6 rotate=2 steps_per_beat=4
burst_cluster=4 spacing_samples=360 frames_per_step=5625
euclid_seed=0xc0ffee burst_seed=0xb17eb5e
events=244
index,engine,when_samples,euclid_step,burst_idx,pan,sampler_brightness,sampler_drive,resonator_bloom,resonator_feedback,granular_density,macro_pan
439296,0.944527,0.296745,0.474581,0.685626,0.628354,0.864588
439392,0.944809,0.296875,0.474876,0.685990,0.627914,0.864516
439488,0.945091,0.297006,0.475170,0.686353,0.627474,0.864444
439584,0.945372,0.297136,0.475464,0.686716,0.627034,0.864371
439680,0.945653,0.297266,0.475759,0.687080,0.626594,0.864299
439776,0.945933,0.297397,0.476053,0.687443,0.626154,0.864226
439872,0.946212,0.297527,0.476348,0.687807,0.625714,0.864154
439968,0.946490,0.297657,0.476642,0.688171,0.625273,0.864081
440064,0.946768,0.297788,0.476937,0.688534,0.624833,0.864009
440160,0.947045,0.297919,0.477232,0.688898,0.624392,0.863936
440256,0.947322,0.298049,0.477526,0.689261,0.623951,0.863864
440352,0.947598,0.298180,0.477821,0.689625,0.623510,0.863791
440448,0.947873,0.298311,0.478116,0.689988,0.623069,0.863718
440544,0.948147,0.298442,0.478411,0.690352,0.622628,0.863646
440640,0.948421,0.298573,0.478706,0.690716,0.622187,0.863573
440736,0.948694,0.298704,0.479001,0.691079,0.621745,0.863500
440832,0.948967,0.298836,0.479296,0.691443,0.621304,0.863428
440928,0.949239,0.298967,0.479592,0.691807,0.620862,0.863355
441024,0.949510,0.299098,0.479887,0.692170,0.620421,0.863282
441120,0.949780,0.299230,0.480182,0.692534,0.619979,0.863209
441216,0.950050,0.299361,0.480478,0.692898,0.619537,0.863136
441312,0.950319,0.299493,0.480773,0.693261,0.619095,0.863064
441408,0.950588,0.299624,0.481069,0.693625,0.618653,0.862991
441504,0.950855,0.299756,0.481364,0.693989,0.618210,0.862918
441600,0.951123,0.299888,0.481660,0.694352,0.617768,0.862845
441696,0.951389,0.300020,0.481956,0.694716,0.617326,0.862772
441792,0.951655,0.300152,0.482251,0.695080,0.616883,0.862699
441888,0.951920,0.300284,0.482547,0.695444,0.616440,0.862626
441984,0.952184,0.300416,0.482843,0.695807,0.615997,0.862553
442080,0.952448,0.300548,0.483139,0.696171,0.615555,0.862479
442176,0.952711,0.300680,0.483435,0.696535,0.615111,0.862406
442272,0.952974,0.300812,0.483731,0.696899,0.614668,0.862333
442368,0.953235,0.300945,0.484027,0.697262,0.614225,0.862260
442464,0.953496,0.301077,0.484323,0.697626,0.613782,0.862187
442560,0.953757,0.301210,0.484620,0.697990,0.613338,0.862114
442656,0.954016,0.301342,0.484916,0.698354,0.612895,0.862040
442752,0.954275,0.301475,0.485212,0.698717,0.612451,0.861967
442848,0.954534,0.301608,0.485509,0.699081,0.612007,0.861894
442944,0.954791,0.301741,0.485805,0.699445,0.611564,0.861820
443040,0.955048,0.301874,0.486102,0.699809,0.611120,0.861747
443136,0.955305,0.302007,0.486398,0.700172,0.610676,0.861674
443232,0.955560,0.302140,0.486695,0.700536,0.610231,0.861600
443328,0.955815,0.302273,0.486992,0.700900,0.609787,0.861527
443424,0.956069,0.302406,0.487289,0.701264,0.609343,0.861453
443520,0.956323,0.302539,0.487585,0.701627,0.608898,0.861380
443616,0.956576,0.302673,0.487882,0.701991,0.608454,0.861306
443712,0.956828,0.302806,0.488179,0.702355,0.608009,0.861233
443808,0.957079,0.302939,0.488476,0.702719,0.607564,0.861159
443904,0.957330,0.303073,0.488773,0.703082,0.607120,0.861085
444000,0.957580,0.303207,0.489070,0.703446,0.606675,0.861012
444096,0.957830,0.303340,0.489368,0.703810,0.606230,0.860938
444192,0.958079,0.303474,0.489665,0.704173,0.605784,0.860864
444288,0.958327,0.303608,0.489962,0.704537,0.605339,0.860791
444384,0.958574,0.303742,0.490259,0.704901,0.604894,0.860717
444480,0.958821,0.303876,0.490557,0.705265,0.604449,0.860643
444576,0.959067,0.304010,0.490854,0.705628,0.604003,0.860569
444672,0.959312,0.304144,0.491152,0.705992,0.603557,0.860496
444768,0.959556,0.304278,0.491449,0.706356,0.603112,0.860422
444864,0.959800,0.304413,0.491747,0.706719,0.602666,0.860348
444960,0.960044,0.304547,0.492045,0.707083,0.602220,0.860274
445056,0.960286,0.304682,0.492342,0.707446,0.601774,0.860200
445152,0.960528,0.304816,0.492640,0.707810,0.601328,0.860126
445248,0.960769,0.304951,0.492938,0.708174,0.600882,0.860052
445344,0.961010,0.305085,0.493236,0.708537,0.600436,0.859978
445440,0.961249,0.305220,0.493534,0.708901,0.599990,0.859904
445536,0.961488,0.305355,0.493832,0.709264,0.599543,0.859830
445632,0.961727,0.305490,0.494130,0.709628,0.599097,0.859756
445728,0.961964,0.305625,0.494428,0.709992,0.598650,0.859682
445824,0.962201,0.305760,0.494726,0.710355,0.598203,0.859607
445920,0.962437,0.305895,0.495024,0.710719,0.597757,0.859533
446016,0.962673,0.306030,0.495323,0.711082,0.597310,0.859459
446112,0.962908,0.306165,0.495621,0.711446,0.596863,0.859385
446208,0.963142,0.306301,0.495919,0.711809,0.596416,0.859311
446304,0.963376,0.306436,0.496218,0.712173,0.595969,0.859236
446400,0.963608,0.306572,0.496516,0.712536,0.595522,0.859162
446496,0.963840,0.306707,0.496815,0.712899,0.595075,0.859088
446592,0.964072,0.306843,0.497113,0.713263,0.594627,0.859013
446688,0.964302,0.306979,0.497412,0.713626,0.594180,0.858939
446784,0.964532,0.307114,0.497711,0.713989,0.593733,0.858864
446880,0.964762,0.307250,0.498009,0.714353,0.593285,0.858790
446976,0.964990,0.307386,0.498308,0.714716,0.592837,0.858715
447072,0.965218,0.307522,0.498607,0.715079,0.592390,0.858641
447168,0.965445,0.307658,0.498906,0.715443,0.591942,0.858566
447264,0.965671,0.307794,0.499205,0.715806,0.591494,0.858492
447360,0.965897,0.307930,0.499504,0.716169,0.591046,0.858417
447456,0.966122,0.308067,0.499803,0.716532,0.590598,0.858343
447552,0.966346,0.308203,0.500102,0.716896,0.590150,0.858268
447648,0.966570,0.308339,0.500401,0.717259,0.589702,0.858193
447744,0.966793,0.308476,0.500700,0.717622,0.589254,0.858119
447840,0.967015,0.308613,0.501000,0.717985,0.588806,0.858044
447936,0.967237,0.308749,0.501299,0.718348,0.588357,0.857969
448032,0.967457,0.308886,0.501598,0.718711,0.587909,0.857894
448128,0.967677,0.309023,0.501898,0.719074,0.587460,0.857820
448224,0.967897,0.309160,0.502197,0.719437,0.587012,0.857745
448320,0.968115,0.309296,0.502497,0.719800,0.586563,0.857670
448416,0.968333,0.309433,0.502796,0.720163,0.586115,0.857595
448512,0.968551,0.309571,0.503096,0.720526,0.585666,0.857520
448608,0.968767,0.309708,0.503395,0.720889,0.585217,0.857445
448704,0.968983,0.309845,0.503695,0.721252,0.584768,0.857370
448800,0.969198,0.309982,0.503995,0.721615,0.584319,0.857295
448896,0.969412,0.310120,0.504294,0.721977,0.583870,0.857220
448992,0.969626,0.310257,0.504594,0.722340,0.583421,0.857145
449088,0.969839,0.310395,0.504894,0.722703,0.582972,0.857070
449184,0.970051,0.310532,0.505194,0.723066,0.582523,0.856995
449280,0.970263,0.310670,0.505494,0.723428,0.582073,0.856920
449376,0.970473,0.310807,0.505794,0.723791,0.581624,0.856845
449472,0.970683,0.310945,0.506094,0.724154,0.581175,0.856769
449568,0.970893,0.311083,0.506394,0.724516,0.580725,0.856694
449664,0.971101,0.311221,0.506694,0.724879,0.580276,0.856619
449760,0.971309,0.311359,0.506995,0.725241,0.579826,0.856544
449856,0.971516,0.311497,0.507295,0.725604,0.579377,0.856469
449952,0.971723,0.311635,0.507595,0.725966,0.578927,0.856393
450048,0.971929,0.311774,0.507896,0.726329,0.578477,0.856318
450144,0.972134,0.311912,0.508196,0.726691,0.578027,0.856242
450240,0.972338,0.312050,0.508496,0.727053,0.577577,0.856167
450336,0.972542,0.312189,0.508797,0.727416,0.577127,0.856092
450432,0.972744,0.312327,0.509097,0.727778,0.576677,0.856016
450528,0.972947,0.312466,0.509398,0.728140,0.576227,0.855941
450624,0.973148,0.312604,0.509699,0.728502,0.575777,0.855865
450720,0.973349,0.312743,0.509999,0.728864,0.575327,0.855790
450816,0.973549,0.312882,0.510300,0.729226,0.574877,0.855714
450912,0.973748,0.313021,0.510601,0.729588,0.574427,0.855639
451008,0.973946,0.313160,0.510902,0.729950,0.573976,0.855563
451104,0.974144,0.313299,0.511202,0.730312,0.573526,0.855487
451200,0.974341,0.313438,0.511503,0.730674,0.573076,0.855412
451296,0.974538,0.313577,0.511804,0.731036,0.572625,0.855336
451392,0.974733,0.313716,0.512105,0.731398,0.572175,0.855260
451488,0.974928,0.313856,0.512406,0.731760,0.571724,0.855185
451584,0.975122,0.313995,0.512707,0.732122,0.571274,0.855109
451680,0.975316,0.314134,0.513008,0.732483,0.570823,0.855033
451776,0.975509,0.314274,0.513309,0.732845,0.570372,0.854957
451872,0.975701,0.314413,0.513611,0.733207,0.569921,0.854881
451968,0.975892,0.314553,0.513912,0.733568,0.569471,0.854805
452064,0.976082,0.314693,0.514213,0.733930,0.569020,0.854730
452160,0.976272,0.314833,0.514514,0.734291,0.568569,0.854654
452256,0.976461,0.314972,0.514816,0.734653,0.568118,0.854578
452352,0.976650,0.315112,0.515117,0.735014,0.567667,0.854502
452448,0.976837,0.315252,0.515419,0.735375,0.567216,0.854426
452544,0.977024,0.315392,0.515720,0.735737,0.566765,0.854350
452640,0.977210,0.315533,0.516022,0.736098,0.566314,0.854274
452736,0.977396,0.315673,0.516323,0.736459,0.565863,0.854197
452832,0.977580,0.315813,0.516625,0.736820,0.565412,0.854121
452928,0.977764,0.315953,0.516927,0.737181,0.564960,0.854045
453024,0.977948,0.316094,0.517228,0.737542,0.564509,0.853969
453120,0.978130,0.316234,0.517530,0.737903,0.564058,0.853893
453216,0.978312,0.316375,0.517832,0.738264,0.563607,0.853817
453312,0.978493,0.316516,0.518134,0.738625,0.563155,0.853740
453408,0.978673,0.316656,0.518435,0.738986,0.562704,0.853664
453504,0.978853,0.316797,0.518737,0.739347,0.562252,0.853588
453600,0.979031,0.316938,0.519039,0.739708,0.561801,0.853511
453696,0.979210,0.317079,0.519341,0.740068,0.561349,0.853435
453792,0.979387,0.317220,0.519643,0.740429,0.560898,0.853359
453888,0.979564,0.317361,0.519945,0.740789,0.560446,0.853282
453984,0.979739,0.317502,0.520247,0.741150,0.559995,0.853206
454080,0.979915,0.317643,0.520549,0.741510,0.559543,0.853129
454176,0.980089,0.317785,0.520852,0.741871,0.559091,0.853053
454272,0.980263,0.317926,0.521154,0.742231,0.558640,0.852976
454368,0.980436,0.318067,0.521456,0.742591,0.558188,0.852900
454464,0.980608,0.318209,0.521758,0.742952,0.557736,0.852823
454560,0.980779,0.318350,0.522061,0.743312,0.557284,0.852747
454656,0.980950,0.318492,0.522363,0.743672,0.556833,0.852670
454752,0.981120,0.318634,0.522665,0.744032,0.556381,0.852593
454848,0.981289,0.318775,0.522968,0.744392,0.555929,0.852517
454944,0.981457,0.318917,0.523270,0.744752,0.555477,0.852440
455040,0.981625,0.319059,0.523573,0.745112,0.555025,0.852363
455136,0.981792,0.319201,0.523875,0.745471,0.554573,0.852287
455232,0.981958,0.319343,0.524178,0.745831,0.554121,0.852210
455328,0.982124,0.319485,0.524481,0.746191,0.553669,0.852133
455424,0.982289,0.319628,0.524783,0.746550,0.553217,0.852056
455520,0.982453,0.319770,0.525086,0.746910,0.552765,0.851979
455616,0.982616,0.319912,0.525389,0.747269,0.552313,0.851902
455712,0.982779,0.320054,0.525691,0.747629,0.551861,0.851825
455808,0.982940,0.320197,0.525994,0.747988,0.551409,0.851749
455904,0.983101,0.320339,0.526297,0.748347,0.550956,0.851672
456000,0.983262,0.320482,0.526600,0.748707,0.550504,0.851595
456096,0.983421,0.320625,0.526903,0.749066,0.550052,0.851518
456192,0.983580,0.320767,0.527206,0.749425,0.549600,0.851441
456288,0.983738,0.320910,0.527509,0.749784,0.549148,0.851363
456384,0.983896,0.321053,0.527812,0.750143,0.548696,0.851286
456480,0.984052,0.321196,0.528115,0.750502,0.548243,0.851209
456576,0.984208,0.321339,0.528418,0.750860,0.547791,0.851132
456672,0.984363,0.321482,0.528721,0.751219,0.547339,0.851055
456768,0.984517,0.321625,0.529024,0.751578,0.546886,0.850978
456864,0.984671,0.321769,0.529327,0.751936,0.546434,0.850900
456960,0.984824,0.321912,0.529631,0.752295,0.545982,0.850823
457056,0.984976,0.322055,0.529934,0.752653,0.545529,0.850746
457152,0.985127,0.322199,0.530237,0.753012,0.545077,0.850669
457248,0.985278,0.322342,0.530540,0.753370,0.544625,0.850591
457344,0.985428,0.322486,0.530844,0.753728,0.544172,0.850514
457440,0.985577,0.322629,0.531147,0.754086,0.543720,0.850437
457536,0.985725,0.322773,0.531451,0.754444,0.543268,0.850359
457632,0.985873,0.322917,0.531754,0.754802,0.542815,0.850282
457728,0.986019,0.323061,0.532058,0.755160,0.542363,0.850204
457824,0.986166,0.323205,0.532361,0.755518,0.541910,0.850127
457920,0.986311,0.323349,0.532665,0.755876,0.541458,0.850049
458016,0.986455,0.323493,0.532968,0.756234,0.541005,0.849972
458112,0.986599,0.323637,0.533272,0.756591,0.540553,0.849894
458208,0.986742,0.323781,0.533575,0.756949,0.540101,0.849817
458304,0.986885,0.323925,0.533879,0.757306,0.539648,0.849739
458400,0.987026,0.324070,0.534183,0.757663,0.539196,0.849661
458496,0.987167,0.324214,0.534487,0.758021,0.538743,0.849584
458592,0.987307,0.324358,0.534790,0.758378,0.538291,0.849506
458688,0.987446,0.324503,0.535094,0.758735,0.537838,0.849428
458784,0.987585,0.324648,0.535398,0.759092,0.537386,0.849350
458880,0.987723,0.324792,0.535702,0.759449,0.536933,0.849273
458976,0.987860,0.324937,0.536006,0.759806,0.536481,0.849195
459072,0.987996,0.325082,0.536310,0.760163,0.536028,0.849117
459168,0.988132,0.325227,0.536614,0.760520,0.535576,0.849039
459264,0.988266,0.325372,0.536918,0.760876,0.535123,0.848961
459360,0.988400,0.325517,0.537222,0.761233,0.534671,0.848883
459456,0.988534,0.325662,0.537526,0.761589,0.534219,0.848805
459552,0.988666,0.325807,0.537830,0.761946,0.533766,0.848727
459648,0.988798,0.325952,0.538134,0.762302,0.533314,0.848649
459744,0.988929,0.326097,0.538438,0.762658,0.532861,0.848571
459840,0.989059,0.326243,0.538742,0.763014,0.532409,0.848493
459936,0.989189,0.326388,0.539046,0.763370,0.531956,0.848415
460032,0.989317,0.326534,0.539351,0.763726,0.531504,0.848337
460128,0.989445,0.326679,0.539655,0.764082,0.531051,0.848259
460224,0.989572,0.326825,0.539959,0.764438,0.530599,0.848181
460320,0.989699,0.326970,0.540263,0.764793,0.530147,0.848103
460416,0.989825,0.327116,0.540568,0.765149,0.529694,0.848025
460512,0.989949,0.327262,0.540872,0.765505,0.529242,0.847946
460608,0.990074,0.327408,0.541176,0.765860,0.528789,0.847868
460704,0.990197,0.327554,0.541481,0.766215,0.528337,0.847790
460800,0.990320,0.327700,0.541785,0.766571,0.527885,0.847711
460896,0.990442,0.327846,0.542090,0.766926,0.527432,0.847633
460992,0.990563,0.327992,0.542394,0.767281,0.526980,0.847555
461088,0.990683,0.328138,0.542699,0.767636,0.526528,0.847476
461184,0.990803,0.328285,0.543003,0.767991,0.526075,0.847398
461280,0.990921,0.328431,0.543308,0.768345,0.525623,0.847320
461376,0.991039,0.328578,0.543612,0.768700,0.525171,0.847241
461472,0.991157,0.328724,0.543917,0.769055,0.524718,0.847163
461568,0.991273,0.328871,0.544222,0.769409,0.524266,0.847084
461664,0.991389,0.329017,0.544526,0.769763,0.523814,0.847006
461760,0.991504,0.329164,0.544831,0.770118,0.523362,0.846927
461856,0.991618,0.329311,0.545136,0.770472,0.522910,0.846848
461952,0.991732,0.329458,0.545441,0.770826,0.522457,0.846770
462048,0.991845,0.329604,0.545745,0.771180,0.522005,0.846691
462144,0.991956,0.329751,0.546050,0.771534,0.521553,0.846612
462240,0.992068,0.329898,0.546355,0.771888,0.521101,0.846534
462336,0.992178,0.330046,0.546660,0.772241,0.520649,0.846455
462432,0.992288,0.330193,0.546965,0.772595,0.520197,0.846376
462528,0.992397,0.330340,0.547270,0.772948,0.519745,0.846297
462624,0.992505,0.330487,0.547574,0.773302,0.519293,0.846219
462720,0.992612,0.330635,0.547879,0.773655,0.518841,0.846140
462816,0.992719,0.330782,0.548184,0.774008,0.518389,0.846061
462912,0.992825,0.330930,0.548489,0.774361,0.517937,0.845982
463008,0.992930,0.331077,0.548794,0.774714,0.517485,0.845903
463104,0.993034,0.331225,0.549099,0.775067,0.517033,0.845824
463200,0.993137,0.331373,0.549405,0.775420,0.516581,0.845745
463296,0.993240,0.331520,0.549710,0.775773,0.516129,0.845666
463392,0.993342,0.331668,0.550015,0.776125,0.515677,0.845587
463488,0.993443,0.331816,0.550320,0.776478,0.515226,0.845508
463584,0.993544,0.331964,0.550625,0.776830,0.514774,0.845429
463680,0.993644,0.332112,0.550930,0.777182,0.514322,0.845350
463776,0.993742,0.332260,0.551235,0.777534,0.513870,0.845271
463872,0.993841,0.332408,0.551541,0.777886,0.513419,0.845192
463968,0.993938,0.332557,0.551846,0.778238,0.512967,0.845113
464064,0.994035,0.332705,0.552151,0.778590,0.512515,0.845034
464160,0.994130,0.332853,0.552456,0.778942,0.512064,0.844954
464256,0.994226,0.333002,0.552762,0.779293,0.511612,0.844875
464352,0.994320,0.333150,0.553067,0.779645,0.511161,0.844796
464448,0.994413,0.333299,0.553372,0.779996,0.510709,0.844717
464544,0.994506,0.333448,0.553678,0.780347,0.510258,0.844637
464640,0.994598,0.333596,0.553983,0.780699,0.509806,0.844558
464736,0.994689,0.333745,0.554288,0.781050,0.509355,0.844478
464832,0.994780,0.333894,0.554594,0.781401,0.508904,0.844399
464928,0.994869,0.334043,0.554899,0.781751,0.508452,0.844320
465024,0.994958,0.334192,0.555205,0.782102,0.508001,0.844240
465120,0.995047,0.334341,0.555510,0.782453,0.507550,0.844161
465216,0.995134,0.334490,0.555816,0.782803,0.507099,0.844081
465312,0.995220,0.334639,0.556121,0.783153,0.506648,0.844002
465408,0.995306,0.334788,0.556427,0.783504,0.506197,0.843922
465504,0.995391,0.334938,0.556732,0.783854,0.505746,0.843843
465600,0.995476,0.335087,0.557038,0.784204,0.505295,0.843763
465696,0.995559,0.335236,0.557344,0.784554,0.504844,0.843683
465792,0.995642,0.335386,0.557649,0.784903,0.504393,0.843604
465888,0.995724,0.335535,0.557955,0.785253,0.503942,0.843524
465984,0.995805,0.335685,0.558260,0.785603,0.503491,0.843444
466080,0.995885,0.335835,0.558566,0.785952,0.503040,0.843365
466176,0.995965,0.335985,0.558872,0.786301,0.502590,0.843285
466272,0.996044,0.336134,0.559177,0.786650,0.502139,0.843205
466368,0.996122,0.336284,0.559483,0.786999,0.501688,0.843125
466464,0.996199,0.336434,0.559789,0.787348,0.501238,0.843045
466560,0.996276,0.336584,0.560095,0.787697,0.500787,0.842966
466656,0.996352,0.336734,0.560400,0.788046,0.500337,0.842886
466752,0.996427,0.336885,0.560706,0.788394,0.499886,0.842806
466848,0.996501,0.337035,0.561012,0.788743,0.499436,0.842726
466944,0.996574,0.337185,0.561318,0.789091,0.498985,0.842646
467040,0.996647,0.337335,0.561624,0.789439,0.498535,0.842566
467136,0.996719,0.337486,0.561930,0.789787,0.498085,0.842486
467232,0.996790,0.337636,0.562235,0.790135,0.497635,0.842406
467328,0.996860,0.337787,0.562541,0.790483,0.497185,0.842326
467424,0.996930,0.337937,0.562847,0.790831,0.496734,0.842246
467520,0.996999,0.338088,0.563153,0.791178,0.496284,0.842165
467616,0.997067,0.338239,0.563459,0.791526,0.495834,0.842085
467712,0.997134,0.338390,0.563765,0.791873,0.495385,0.842005
467808,0.997200,0.338541,0.564071,0.792220,0.494935,0.841925
467904,0.997266,0.338691,0.564377,0.792567,0.494485,0.841845
468000,0.997331,0.338842,0.564683,0.792914,0.494035,0.841764
468096,0.997395,0.338994,0.564989,0.793261,0.493585,0.841684
468192,0.997458,0.339145,0.565295,0.793608,0.493136,0.841604
468288,0.997521,0.339296,0.565601,0.793954,0.492686,0.841524
468384,0.997583,0.339447,0.565907,0.794301,0.492237,0.841443
468480,0.997644,0.339598,0.566213,0.794647,0.491787,0.841363
468576,0.997704,0.339750,0.566519,0.794993,0.491338,0.841282
468672,0.997764,0.339901,0.566825,0.795339,0.490889,0.841202
468768,0.997822,0.340053,0.567131,0.795685,0.490439,0.841122
468864,0.997880,0.340204,0.567437,0.796031,0.489990,0.841041
468960,0.997937,0.340356,0.567744,0.796376,0.489541,0.840961
469056,0.997994,0.340508,0.568050,0.796722,0.489092,0.840880
469152,0.998049,0.340660,0.568356,0.797067,0.488643,0.840799
469248,0.998104,0.340811,0.568662,0.797412,0.488194,0.840719
469344,0.998158,0.340963,0.568968,0.797757,0.487745,0.840638
469440,0.998211,0.341115,0.569274,0.798102,0.487297,0.840558
469536,0.998264,0.341267,0.569581,0.798447,0.486848,0.840477
469632,0.998315,0.341419,0.569887,0.798791,0.486399,0.840396
469728,0.998366,0.341572,0.570193,0.799136,0.485951,0.840316
469824,0.998416,0.341724,0.570499,0.799480,0.485502,0.840235
469920,0.998466,0.341876,0.570805,0.799825,0.485054,0.840154
