# engine-macro-orbits control log
sample_rate_hz=48000 frames=869268 bpm=123 beats=32
euclid_steps=15 fills=9 rotate=5 steps_per_beat=8
burst_cluster=5 spacing_samples=300 frames_per_step=2926.83
euclid_seed=0xbad0bee burst_seed=0xf11ed5e
events=765
index,engine,when_samples,euclid_step,burst_idx,pan_seed,macro_orbit,macro_tilt,sampler_contour,sampler_crunch,resonator_damping,resonator_spark,granular_spray
249,resonator,244127,83,4,0.377600,0.764071,0.977828,0.357495,0.997865,0.433798,0.224743,0.992002
250,sampler,245854,84,0,0.370400,0.763173,0.977589,0.352283,0.997445,0.431554,0.224356,0.992537
251,granular,246154,84,1,0.593600,0.763017,0.977546,0.351394,0.997368,0.431167,0.224288,0.992628
252,resonator,246454,84,2,0.816800,0.762861,0.977502,0.350510,0.997290,0.430781,0.224221,0.992718
253,sampler,246754,84,3,0.320000,0.762705,0.977459,0.349631,0.997211,0.430395,0.224153,0.992808
254,granular,247054,84,4,0.543200,0.762548,0.977415,0.348756,0.997130,0.430011,0.224086,0.992898
255,granular,251707,86,0,0.701600,0.760115,0.976683,0.335838,0.995740,0.424145,0.223051,0.994214
256,resonator,252007,86,1,0.204800,0.759958,0.976633,0.335047,0.995641,0.423774,0.222986,0.994295
257,sampler,252307,86,2,0.428000,0.759801,0.976582,0.334261,0.995541,0.423403,0.222921,0.994375
258,granular,252607,86,3,0.651200,0.759643,0.976531,0.333481,0.995440,0.423033,0.222856,0.994454
259,resonator,252907,86,4,0.154400,0.759486,0.976480,0.332706,0.995337,0.422664,0.222791,0.994533
260,resonator,257561,88,0,0.312800,0.757034,0.975634,0.321355,0.993604,0.417045,0.221835,0.995689
261,sampler,257861,88,1,0.536000,0.756876,0.975577,0.320667,0.993483,0.416689,0.221777,0.995759
262,granular,258161,88,2,0.759200,0.756717,0.975519,0.319985,0.993361,0.416335,0.221720,0.995828
263,resonator,258461,88,3,0.262400,0.756559,0.975460,0.319309,0.993238,0.415981,0.221663,0.995898
264,sampler,258761,88,4,0.485600,0.756400,0.975402,0.318637,0.993113,0.415628,0.221607,0.995966
265,granular,260488,89,0,0.478400,0.755486,0.975056,0.314880,0.992376,0.413613,0.221296,0.996351
266,resonator,260788,89,1,0.701600,0.755327,0.974995,0.314246,0.992244,0.413266,0.221244,0.996416
267,sampler,261088,89,2,0.204800,0.755167,0.974933,0.313617,0.992111,0.412919,0.221193,0.996481
268,granular,261388,89,3,0.428000,0.755008,0.974871,0.312994,0.991976,0.412574,0.221143,0.996545
269,resonator,261688,89,4,0.651200,0.754849,0.974809,0.312376,0.991841,0.412229,0.221093,0.996608
270,resonator,266341,91,0,0.809600,0.752372,0.973793,0.303517,0.989599,0.406994,0.220440,0.997526
271,sampler,266641,91,1,0.312800,0.752212,0.973724,0.302993,0.989445,0.406663,0.220407,0.997581
272,granular,266941,91,2,0.536000,0.752051,0.973655,0.302474,0.989290,0.406334,0.220374,0.997636
273,resonator,267241,91,3,0.759200,0.751891,0.973586,0.301961,0.989134,0.406005,0.220343,0.997689
274,sampler,267541,91,4,0.262400,0.751731,0.973516,0.301454,0.988977,0.405677,0.220313,0.997743
275,sampler,272195,93,0,0.420800,0.749236,0.972387,0.294326,0.986397,0.400704,0.220017,0.998499
276,granular,272495,93,1,0.644000,0.749074,0.972311,0.293914,0.986222,0.400390,0.220011,0.998543
277,resonator,272795,93,2,0.147200,0.748913,0.972235,0.293509,0.986045,0.400078,0.220005,0.998587
278,sampler,273095,93,3,0.370400,0.748752,0.972158,0.293109,0.985868,0.399766,0.220002,0.998630
279,granular,273395,93,4,0.593600,0.748590,0.972081,0.292716,0.985689,0.399456,0.220000,0.998672
280,resonator,275122,94,0,0.586400,0.747660,0.971630,0.290564,0.984639,0.397685,0.220024,0.998906
281,sampler,275422,94,1,0.809600,0.747498,0.971551,0.290211,0.984453,0.397381,0.220035,0.998944
282,granular,275722,94,2,0.312800,0.747336,0.971471,0.289863,0.984265,0.397077,0.220047,0.998982
283,resonator,276022,94,3,0.536000,0.747174,0.971391,0.289521,0.984077,0.396774,0.220061,0.999019
284,sampler,276322,94,4,0.759200,0.747012,0.971310,0.289185,0.983887,0.396472,0.220078,0.999056
285,sampler,280976,96,0,0.197600,0.744491,0.970011,0.284741,0.980808,0.391905,0.220604,0.999544
286,granular,281276,96,1,0.420800,0.744328,0.969924,0.284504,0.980600,0.391619,0.220657,0.999570
287,resonator,281576,96,2,0.644000,0.744165,0.969837,0.284273,0.980391,0.391333,0.220712,0.999595
288,sampler,281876,96,3,0.147200,0.744002,0.969750,0.284048,0.980182,0.391048,0.220771,0.999620
289,granular,282176,96,4,0.370400,0.743839,0.969662,0.283829,0.979971,0.390763,0.220831,0.999644
290,granular,286829,98,0,0.528800,0.741302,0.968251,0.281212,0.976562,0.386476,0.222124,0.999920
291,resonator,287129,98,1,0.752000,0.741138,0.968157,0.281093,0.976334,0.386207,0.222232,0.999931
292,sampler,287429,98,2,0.255200,0.740974,0.968063,0.280981,0.976104,0.385939,0.222343,0.999942
293,granular,287729,98,3,0.478400,0.740810,0.967968,0.280875,0.975873,0.385672,0.222457,0.999951
294,resonator,288029,98,4,0.701600,0.740646,0.967873,0.280774,0.975641,0.385406,0.222574,0.999960
295,sampler,289756,99,0,0.694400,0.739700,0.967318,0.280316,0.974285,0.383893,0.223314,0.999994
296,granular,290056,99,1,0.197600,0.739535,0.967220,0.280257,0.974046,0.383634,0.223454,0.999997
297,resonator,290356,99,2,0.420800,0.739370,0.967122,0.280204,0.973806,0.383375,0.223597,0.999999
298,sampler,290656,99,3,0.644000,0.739206,0.967024,0.280157,0.973565,0.383117,0.223744,1.000000
299,granular,290956,99,4,0.147200,0.739041,0.966925,0.280116,0.973322,0.382861,0.223894,1.000000
300,granular,295610,101,0,0.305600,0.736479,0.965346,0.280267,0.969426,0.378999,0.226712,0.999871
301,resonator,295910,101,1,0.528800,0.736313,0.965241,0.280327,0.969166,0.378758,0.226926,0.999854
302,sampler,296210,101,2,0.752000,0.736147,0.965136,0.280393,0.968905,0.378518,0.227145,0.999836
303,granular,296510,101,3,0.255200,0.735982,0.965030,0.280466,0.968643,0.378279,0.227368,0.999816
304,resonator,296810,101,4,0.478400,0.735816,0.964924,0.280544,0.968380,0.378040,0.227595,0.999795
305,resonator,301463,103,0,0.636800,0.733238,0.963235,0.282541,0.964165,0.374470,0.231694,0.999310
306,sampler,301763,103,1,0.140000,0.733071,0.963123,0.282720,0.963884,0.374248,0.231997,0.999268
307,granular,302063,103,2,0.363200,0.732905,0.963010,0.282905,0.963603,0.374027,0.232305,0.999224
308,resonator,302363,103,3,0.586400,0.732738,0.962897,0.283097,0.963320,0.373807,0.232618,0.999178
309,sampler,302663,103,4,0.809600,0.732571,0.962784,0.283294,0.963037,0.373587,0.232936,0.999131
310,granular,304390,104,0,0.802400,0.731610,0.962126,0.284546,0.961384,0.372344,0.234866,0.998830
311,resonator,304690,104,1,0.305600,0.731442,0.962011,0.284784,0.961094,0.372131,0.235219,0.998772
312,sampler,304990,104,2,0.528800,0.731275,0.961895,0.285028,0.960802,0.371920,0.235577,0.998712
313,granular,305290,104,3,0.752000,0.731108,0.961779,0.285278,0.960509,0.371709,0.235940,0.998651
314,resonator,305590,104,4,0.255200,0.730941,0.961662,0.285534,0.960216,0.371499,0.236309,0.998588
315,resonator,310244,106,0,0.413600,0.728338,0.959806,0.290275,0.955528,0.368372,0.242746,0.997377
316,sampler,310544,106,1,0.636800,0.728170,0.959683,0.290629,0.955218,0.368179,0.243209,0.997283
317,granular,310844,106,2,0.140000,0.728002,0.959560,0.290990,0.954906,0.367987,0.243678,0.997186
318,resonator,311144,106,3,0.363200,0.727833,0.959437,0.291357,0.954594,0.367795,0.244153,0.997088
319,sampler,311444,106,4,0.586400,0.727665,0.959313,0.291729,0.954280,0.367605,0.244634,0.996987
320,sampler,316098,108,0,0.744800,0.725047,0.957347,0.298262,0.949285,0.364779,0.252902,0.995123
321,granular,316398,108,1,0.248000,0.724878,0.957217,0.298731,0.948954,0.364605,0.253488,0.994982
322,resonator,316698,108,2,0.471200,0.724708,0.957087,0.299206,0.948623,0.364432,0.254081,0.994838
323,sampler,316998,108,3,0.694400,0.724539,0.956956,0.299687,0.948291,0.364260,0.254681,0.994692
324,granular,317298,108,4,0.197600,0.724370,0.956825,0.300174,0.947958,0.364089,0.255288,0.994543
325,resonator,319024,109,0,0.190400,0.723394,0.956066,0.303086,0.946021,0.363126,0.258912,0.993630
326,sampler,319324,109,1,0.413600,0.723225,0.955933,0.303611,0.945681,0.362962,0.259565,0.993462
327,granular,319624,109,2,0.636800,0.723055,0.955799,0.304142,0.945340,0.362799,0.260225,0.993290
328,resonator,319924,109,3,0.140000,0.722885,0.955665,0.304679,0.944998,0.362637,0.260892,0.993116
329,sampler,320224,109,4,0.363200,0.722715,0.955531,0.305222,0.944655,0.362476,0.261566,0.992938
330,sampler,324878,111,0,0.521600,0.720074,0.953401,0.314361,0.939208,0.360108,0.272952,0.989761
331,granular,325178,111,1,0.744800,0.719903,0.953260,0.314996,0.938848,0.359964,0.273747,0.989527
332,resonator,325478,111,2,0.248000,0.719732,0.953120,0.315636,0.938488,0.359820,0.274550,0.989290
333,sampler,325778,111,3,0.471200,0.719562,0.952979,0.316282,0.938127,0.359678,0.275360,0.989049
334,granular,326078,111,4,0.694400,0.719391,0.952837,0.316934,0.937765,0.359537,0.276178,0.988804
335,granular,330732,113,0,0.852800,0.716734,0.950599,0.327739,0.932024,0.357478,0.289855,0.984484
336,resonator,331032,113,1,0.356000,0.716563,0.950452,0.328480,0.931646,0.357354,0.290801,0.984170
337,sampler,331332,113,2,0.579200,0.716391,0.950304,0.329226,0.931267,0.357231,0.291756,0.983852
338,granular,331632,113,3,0.802400,0.716219,0.950156,0.329977,0.930887,0.357109,0.292718,0.983529
339,resonator,331932,113,4,0.305600,0.716047,0.950008,0.330734,0.930506,0.356987,0.293689,0.983202
340,sampler,333659,114,0,0.298400,0.715057,0.949147,0.335190,0.928295,0.356310,0.299433,0.981224
341,granular,333959,114,1,0.521600,0.714885,0.948996,0.335982,0.927908,0.356196,0.300458,0.980864
342,resonator,334259,114,2,0.744800,0.714713,0.948845,0.336779,0.927520,0.356083,0.301491,0.980499
343,sampler,334559,114,3,0.248000,0.714541,0.948694,0.337581,0.927131,0.355971,0.302532,0.980129
344,granular,334859,114,4,0.471200,0.714369,0.948542,0.338389,0.926741,0.355859,0.303582,0.979754
345,granular,339512,116,0,0.629600,0.711690,0.946143,0.351555,0.920571,0.354269,0.320913,0.973258
346,resonator,339812,116,1,0.852800,0.711517,0.945985,0.352445,0.920166,0.354175,0.322099,0.972793
347,sampler,340112,116,2,0.356000,0.711344,0.945827,0.353340,0.919760,0.354082,0.323293,0.972322
348,granular,340412,116,3,0.579200,0.711171,0.945669,0.354240,0.919352,0.353990,0.324495,0.971845
349,resonator,340712,116,4,0.802400,0.710998,0.945510,0.355144,0.918944,0.353899,0.325706,0.971363
350,resonator,345366,118,0,0.240800,0.708304,0.943004,0.369786,0.912495,0.352623,0.345552,0.963083
351,sampler,345666,118,1,0.464000,0.708130,0.942839,0.370768,0.912072,0.352550,0.346900,0.962496
352,granular,345966,118,2,0.687200,0.707956,0.942675,0.371755,0.911648,0.352477,0.348257,0.961903
353,resonator,346266,118,3,0.190400,0.707782,0.942509,0.372747,0.911223,0.352405,0.349621,0.961302
354,sampler,346566,118,4,0.413600,0.707608,0.942344,0.373743,0.910797,0.352335,0.350994,0.960695
355,granular,348293,119,0,0.406400,0.706605,0.941384,0.379564,0.908328,0.351949,0.359057,0.957066
356,resonator,348593,119,1,0.629600,0.706430,0.941216,0.380590,0.907896,0.351886,0.360485,0.956412
357,sampler,348893,119,2,0.852800,0.706256,0.941048,0.381621,0.907464,0.351823,0.361922,0.955750
358,granular,349193,119,3,0.356000,0.706081,0.940880,0.382656,0.907030,0.351762,0.363367,0.955082
359,resonator,349493,119,4,0.579200,0.705907,0.940711,0.383695,0.906595,0.351702,0.364820,0.954406
360,resonator,354146,121,0,0.737600,0.703192,0.938046,0.400361,0.899743,0.350901,0.388387,0.942981
361,sampler,354446,121,1,0.240800,0.703017,0.937872,0.401470,0.899294,0.350858,0.389972,0.942182
362,granular,354746,121,2,0.464000,0.702842,0.937697,0.402583,0.898845,0.350816,0.391565,0.941374
363,resonator,355046,121,3,0.687200,0.702666,0.937521,0.403700,0.898394,0.350775,0.393165,0.940559
364,sampler,355346,121,4,0.190400,0.702491,0.937346,0.404821,0.897942,0.350735,0.394774,0.939736
365,sampler,360000,123,0,0.348800,0.699762,0.934576,0.422711,0.890828,0.350252,0.420699,0.925942
366,granular,360300,123,1,0.572000,0.699586,0.934394,0.423895,0.890363,0.350229,0.422431,0.924986
367,resonator,360600,123,2,0.795200,0.699409,0.934213,0.425083,0.889896,0.350208,0.424171,0.924021
368,sampler,360900,123,3,0.298400,0.699233,0.934031,0.426275,0.889429,0.350187,0.425917,0.923048
369,granular,361200,123,4,0.521600,0.699056,0.933848,0.427470,0.888961,0.350168,0.427671,0.922066
370,resonator,362927,124,0,0.514400,0.698040,0.932791,0.434421,0.886251,0.350077,0.437903,0.916254
371,sampler,363227,124,1,0.737600,0.697863,0.932607,0.435640,0.885777,0.350065,0.439704,0.915216
372,granular,363527,124,2,0.240800,0.697687,0.932422,0.436863,0.885302,0.350054,0.441512,0.914170
373,resonator,363827,124,3,0.464000,0.697510,0.932236,0.438089,0.884827,0.350044,0.443326,0.913115
374,sampler,364127,124,4,0.687200,0.697333,0.932050,0.439319,0.884351,0.350035,0.445147,0.912051
375,sampler,368780,126,0,0.845600,0.694584,0.929126,0.458814,0.876862,0.350029,0.474215,0.894477
376,granular,369080,126,1,0.348800,0.694407,0.928934,0.460098,0.876372,0.350037,0.476139,0.893275
377,resonator,369380,126,2,0.572000,0.694229,0.928743,0.461384,0.875882,0.350047,0.478070,0.892063
378,sampler,369680,126,3,0.795200,0.694051,0.928551,0.462673,0.875391,0.350057,0.480006,0.890844
379,granular,369980,126,4,0.298400,0.693874,0.928358,0.463965,0.874899,0.350068,0.481948,0.889616
380,granular,374634,128,0,0.456800,0.691111,0.925330,0.484382,0.867167,0.350381,0.512760,0.869501
381,resonator,374934,128,1,0.680000,0.690933,0.925132,0.485721,0.866662,0.350410,0.514788,0.868137
382,sampler,375234,128,2,0.183200,0.690754,0.924934,0.487062,0.866157,0.350440,0.516820,0.866765
383,granular,375534,128,3,0.406400,0.690576,0.924736,0.488407,0.865650,0.350471,0.518856,0.865385
384,resonator,375834,128,4,0.629600,0.690397,0.924537,0.489753,0.865143,0.350503,0.520897,0.863997
385,sampler,377561,129,0,0.622400,0.689368,0.923385,0.497554,0.862209,0.350708,0.532730,0.855853
386,granular,377861,129,1,0.845600,0.689189,0.923183,0.498917,0.861696,0.350747,0.534800,0.854412
387,resonator,378161,129,2,0.348800,0.689010,0.922982,0.500283,0.861183,0.350787,0.536873,0.852963
388,sampler,378461,129,3,0.572000,0.688831,0.922780,0.501651,0.860670,0.350828,0.538950,0.851507
389,granular,378761,129,4,0.795200,0.688653,0.922578,0.503022,0.860155,0.350871,0.541031,0.850044
390,granular,383415,131,0,0.233600,0.685870,0.919398,0.524566,0.852077,0.351660,0.573743,0.826402
391,resonator,383715,131,1,0.456800,0.685691,0.919190,0.525972,0.851550,0.351720,0.575876,0.824820
392,sampler,384015,131,2,0.680000,0.685511,0.918982,0.527379,0.851022,0.351781,0.578011,0.823232
393,granular,384315,131,3,0.183200,0.685331,0.918773,0.528789,0.850494,0.351842,0.580148,0.821637
394,resonator,384615,131,4,0.406400,0.685151,0.918565,0.530201,0.849965,0.351905,0.582288,0.820036
395,resonator,389268,133,0,0.564800,0.682357,0.915285,0.552318,0.841668,0.353012,0.615707,0.794421
396,sampler,389568,133,1,0.788000,0.682176,0.915071,0.553758,0.841127,0.353092,0.617872,0.792722
397,granular,389868,133,2,0.291200,0.681996,0.914857,0.555198,0.840586,0.353173,0.620039,0.791019
398,resonator,390168,133,3,0.514400,0.681815,0.914642,0.556641,0.840044,0.353255,0.622206,0.789310
399,sampler,390468,133,4,0.737600,0.681634,0.914427,0.558084,0.839501,0.353338,0.624374,0.787596
400,granular,392195,134,0,0.730400,0.680594,0.913182,0.566421,0.836362,0.353836,0.636862,0.777638
401,resonator,392495,134,1,0.233600,0.680413,0.912964,0.567873,0.835815,0.353927,0.639032,0.775892
402,sampler,392795,134,2,0.456800,0.680232,0.912747,0.569327,0.835266,0.354018,0.641202,0.774142
403,granular,393095,134,3,0.680000,0.680051,0.912529,0.570782,0.834717,0.354110,0.643372,0.772388
404,resonator,393395,134,4,0.183200,0.679870,0.912310,0.572238,0.834168,0.354203,0.645542,0.770630
405,resonator,398049,136,0,0.341600,0.677056,0.908882,0.594960,0.825555,0.355783,0.679114,0.742885
406,sampler,398349,136,1,0.564800,0.676874,0.908658,0.596432,0.824995,0.355893,0.681268,0.741071
407,granular,398649,136,2,0.788000,0.676693,0.908434,0.597904,0.824433,0.356005,0.683421,0.739254
408,resonator,398949,136,3,0.291200,0.676511,0.908209,0.599378,0.823872,0.356117,0.685571,0.737436
409,sampler,399249,136,4,0.514400,0.676329,0.907985,0.600852,0.823309,0.356230,0.687720,0.735614
410,sampler,403902,138,0,0.672800,0.673504,0.904459,0.623784,0.814501,0.358122,0.720740,0.707144
411,granular,404202,138,1,0.176000,0.673321,0.904229,0.625266,0.813927,0.358253,0.722845,0.705299
412,resonator,404502,138,2,0.399200,0.673139,0.903999,0.626748,0.813354,0.358384,0.724947,0.703454
413,sampler,404802,138,3,0.622400,0.672956,0.903768,0.628230,0.812779,0.358517,0.727045,0.701608
414,granular,405102,138,4,0.845600,0.672774,0.903537,0.629713,0.812204,0.358650,0.729139,0.699761
415,resonator,406829,139,0,0.838400,0.671722,0.902202,0.638250,0.808882,0.359439,0.741123,0.689131
416,sampler,407129,139,1,0.341600,0.671539,0.901969,0.639733,0.808303,0.359579,0.743191,0.687285
417,granular,407429,139,2,0.564800,0.671356,0.901735,0.641216,0.807723,0.359721,0.745255,0.685439
418,resonator,407729,139,3,0.788000,0.671173,0.901502,0.642700,0.807143,0.359863,0.747315,0.683594
419,sampler,408029,139,4,0.291200,0.670990,0.901268,0.644183,0.806562,0.360007,0.749370,0.681750
420,sampler,412683,141,0,0.449600,0.668146,0.897596,0.667167,0.797472,0.362364,0.780630,0.653295
421,granular,412983,141,1,0.672800,0.667963,0.897357,0.668645,0.796882,0.362524,0.782601,0.651476
422,resonator,413283,141,2,0.176000,0.667779,0.897118,0.670124,0.796290,0.362686,0.784566,0.649659
423,sampler,413583,141,3,0.399200,0.667595,0.896878,0.671601,0.795699,0.362848,0.786525,0.647844
424,granular,413883,141,4,0.622400,0.667411,0.896638,0.673079,0.795106,0.363011,0.788479,0.646032
425,granular,418537,143,0,0.780800,0.664556,0.892872,0.695908,0.785843,0.365674,0.817967,0.618313
426,resonator,418837,143,1,0.284000,0.664372,0.892626,0.697372,0.785241,0.365854,0.819812,0.616556
427,sampler,419137,143,2,0.507200,0.664187,0.892381,0.698836,0.784639,0.366035,0.821650,0.614803
428,granular,419437,143,3,0.730400,0.664003,0.892135,0.700299,0.784036,0.366217,0.823480,0.613054
429,resonator,419737,143,4,0.233600,0.663818,0.891888,0.701761,0.783433,0.366400,0.825303,0.611309
430,sampler,421463,144,0,0.226400,0.662756,0.890465,0.710150,0.779951,0.367472,0.835647,0.601356
431,granular,421763,144,1,0.449600,0.662572,0.890217,0.711604,0.779344,0.367662,0.837419,0.599641
432,resonator,422063,144,2,0.672800,0.662387,0.889968,0.713057,0.778737,0.367853,0.839183,0.597932
433,sampler,422363,144,3,0.176000,0.662202,0.889719,0.714508,0.778129,0.368044,0.840939,0.596227
434,granular,422663,144,4,0.399200,0.662017,0.889470,0.715959,0.777520,0.368237,0.842687,0.594527
435,granular,427317,146,0,0.557600,0.659145,0.885564,0.738280,0.768014,0.371353,0.868752,0.568842
436,resonator,427617,146,1,0.780800,0.658960,0.885309,0.739706,0.767397,0.371562,0.870362,0.567233
437,sampler,427917,146,2,0.284000,0.658774,0.885055,0.741130,0.766780,0.371772,0.871962,0.565630
438,granular,428217,146,3,0.507200,0.658589,0.884800,0.742553,0.766162,0.371983,0.873553,0.564034
439,resonator,428517,146,4,0.730400,0.658403,0.884545,0.743974,0.765543,0.372195,0.875136,0.562443
440,resonator,433171,148,0,0.168800,0.655520,0.880546,0.765776,0.755888,0.375609,0.898503,0.538594
441,sampler,433471,148,1,0.392000,0.655334,0.880286,0.767164,0.755262,0.375837,0.899931,0.537112
442,granular,433771,148,2,0.615200,0.655148,0.880025,0.768551,0.754635,0.376066,0.901350,0.535637
443,resonator,434071,148,3,0.838400,0.654962,0.879764,0.769935,0.754008,0.376296,0.902759,0.534168
444,sampler,434371,148,4,0.341600,0.654775,0.879503,0.771317,0.753380,0.376527,0.904157,0.532707
445,granular,436098,149,0,0.334400,0.653702,0.877994,0.779230,0.749758,0.377875,0.912019,0.524432
446,resonator,436398,149,1,0.557600,0.653516,0.877731,0.780596,0.749128,0.378113,0.913351,0.523018
447,sampler,436698,149,2,0.780800,0.653329,0.877467,0.781961,0.748496,0.378351,0.914673,0.521612
448,granular,436998,149,3,0.284000,0.653143,0.877204,0.783322,0.747865,0.378591,0.915985,0.520213
449,resonator,437298,149,4,0.507200,0.652956,0.876940,0.784682,0.747233,0.378831,0.917287,0.518821
450,resonator,441951,151,0,0.665600,0.650058,0.872806,0.805437,0.737375,0.382682,0.936178,0.498179
451,sampler,442251,151,1,0.168800,0.649871,0.872537,0.806753,0.736736,0.382938,0.937311,0.496910
452,granular,442551,151,2,0.392000,0.649684,0.872268,0.808066,0.736097,0.383195,0.938434,0.495648
453,resonator,442851,151,3,0.615200,0.649496,0.871998,0.809376,0.735457,0.383453,0.939546,0.494394
454,sampler,443151,151,4,0.838400,0.649309,0.871728,0.810684,0.734817,0.383712,0.940648,0.493147
455,sampler,447805,153,0,0.276800,0.646400,0.867505,0.830580,0.724834,0.387849,0.956400,0.474777
456,granular,448105,153,1,0.500000,0.646212,0.867230,0.831837,0.724187,0.388124,0.957329,0.473656
457,resonator,448405,153,2,0.723200,0.646024,0.866955,0.833091,0.723540,0.388399,0.958247,0.472542
458,sampler,448705,153,3,0.226400,0.645836,0.866680,0.834341,0.722892,0.388675,0.959155,0.471435
459,granular,449005,153,4,0.449600,0.645648,0.866404,0.835588,0.722245,0.388953,0.960052,0.470336
460,resonator,450732,154,0,0.442400,0.644566,0.864813,0.842700,0.718508,0.390566,0.965013,0.464156
461,sampler,451032,154,1,0.665600,0.644378,0.864535,0.843924,0.717858,0.390850,0.965840,0.463108
462,granular,451332,154,2,0.168800,0.644190,0.864257,0.845145,0.717207,0.391134,0.966656,0.462067
463,resonator,451632,154,3,0.392000,0.644001,0.863979,0.846362,0.716556,0.391419,0.967461,0.461034
